,Name,Confidence_Gr,Confidence_Pred,Confidence_Pred_val,Confidence_Gr_Val,Annotation_Num,Random_Attack,Least_Attack,Label_Pred,Label
0,California_Gull_0010_40735.jpg,high,high,0.9999999,0.6,10,Lincoln_Sparrow,Brewer_Sparrow,California_Gull,California_Gull
1,Kentucky_Warbler_0041_795888.jpg,low,low,1.30E-06,0.333333333,6,Prairie_Warbler,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
2,Pine_Warbler_0106_171107.jpg,low,low,0.000139168,0.5,4,Prairie_Warbler,Brewer_Blackbird,Pine_Warbler,Pine_Warbler
3,House_Sparrow_0093_110990.jpg,low,low,8.91E-07,0.5,4,Brewer_Blackbird,Prairie_Warbler,House_Sparrow,House_Sparrow
4,Blue_Grosbeak_0071_36948.jpg,high,high,0.9996472,0.625,8,Pine_Warbler,Brewer_Sparrow,Blue_Grosbeak,Blue_Grosbeak
5,Lincoln_Sparrow_0129_117898.jpg,low,low,0.08830103,0.428571429,7,Prairie_Warbler,California_Gull,Lincoln_Sparrow,Lincoln_Sparrow
6,Prairie_Warbler_0052_173400.jpg,low,low,1.36E-05,0.5,6,Kentucky_Warbler,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
7,House_Sparrow_0084_111300.jpg,high,high,0.6278104,0.666666667,9,Lincoln_Sparrow,Prairie_Warbler,House_Sparrow,House_Sparrow
8,Brewer_Sparrow_0061_107438.jpg,low,low,2.05E-05,0.5,4,Prairie_Warbler,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
9,House_Sparrow_0011_112099.jpg,low,low,6.35E-07,0.333333333,6,Lincoln_Sparrow,Prairie_Warbler,House_Sparrow,House_Sparrow
10,Brewer_Sparrow_0004_107496.jpg,low,low,0.00019858,0.5,4,Pine_Warbler,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
11,Blue_Grosbeak_0037_36794.jpg,high,high,0.99999714,0.923076923,13,Lincoln_Sparrow,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
12,Brewer_Sparrow_0019_107452.jpg,low,low,6.24E-05,0.428571429,7,Kentucky_Warbler,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
13,Kentucky_Warbler_0073_795895.jpg,low,low,2.51E-06,0.5,6,Brewer_Blackbird,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
14,Kentucky_Warbler_0057_165349.jpg,low,low,2.78E-06,0.285714286,7,Brewer_Sparrow,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
15,Blue_Grosbeak_0081_37034.jpg,high,high,0.9999999,0.8,5,Brewer_Sparrow,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
16,House_Sparrow_0130_110985.jpg,high,low,2.49E-05,0.6,5,Kentucky_Warbler,Prairie_Warbler,House_Sparrow,House_Sparrow
17,Brewer_Blackbird_0041_2653.jpg,high,high,0.99999714,0.727272727,11,Blue_Grosbeak,Brewer_Sparrow,Brewer_Blackbird,Brewer_Blackbird
18,Brewer_Sparrow_0046_796696.jpg,low,low,1.30E-06,0.4,5,Pine_Warbler,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
19,California_Gull_0093_41111.jpg,high,high,0.99997973,0.8,5,Kentucky_Warbler,Brewer_Sparrow,California_Gull,California_Gull
20,Kentucky_Warbler_0065_795899.jpg,low,low,0.00023146,0.5,6,Brewer_Sparrow,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
21,House_Sparrow_0073_112745.jpg,high,low,0.000728936,0.6,5,Prairie_Warbler,Prairie_Warbler,House_Sparrow,House_Sparrow
22,Brewer_Blackbird_0097_2322.jpg,high,high,0.9999807,0.666666667,6,California_Gull,Prairie_Warbler,Brewer_Blackbird,Brewer_Blackbird
23,Prairie_Warbler_0080_172724.jpg,low,low,0.095877826,0.333333333,6,Pine_Warbler,Brewer_Blackbird,Kentucky_Warbler,Prairie_Warbler
24,House_Sparrow_0036_112847.jpg,low,low,0.046766207,0.25,4,Brewer_Blackbird,Prairie_Warbler,House_Sparrow,House_Sparrow
25,Lincoln_Sparrow_0092_117294.jpg,low,low,0.000253098,0.375,8,House_Sparrow,California_Gull,Lincoln_Sparrow,Lincoln_Sparrow
26,Prairie_Warbler_0094_91950.jpg,high,low,1.20E-06,0.555555556,9,Kentucky_Warbler,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
27,Brewer_Blackbird_0111_2613.jpg,high,high,0.99999976,0.666666667,3,Brewer_Sparrow,Brewer_Sparrow,Brewer_Blackbird,Brewer_Blackbird
28,Blue_Grosbeak_0043_37200.jpg,high,high,0.999996,0.833333333,6,Brewer_Blackbird,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
29,Prairie_Warbler_0105_172982.jpg,low,low,4.44E-08,0.25,4,House_Sparrow,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
30,Lincoln_Sparrow_0116_117372.jpg,low,low,0.01342892,0.25,4,Prairie_Warbler,California_Gull,House_Sparrow,Lincoln_Sparrow
31,Blue_Grosbeak_0053_36709.jpg,high,high,0.99999976,0.727272727,11,Prairie_Warbler,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
32,California_Gull_0028_40666.jpg,high,high,0.9962404,0.75,8,Blue_Grosbeak,Brewer_Sparrow,California_Gull,California_Gull
33,Brewer_Sparrow_0050_107460.jpg,low,low,3.09E-07,0.333333333,3,Kentucky_Warbler,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
34,Prairie_Warbler_0086_172534.jpg,low,low,0.001742739,0.428571429,7,Pine_Warbler,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
35,Lincoln_Sparrow_0036_117280.jpg,low,low,0.08195534,0.4,5,Brewer_Sparrow,California_Gull,Lincoln_Sparrow,Lincoln_Sparrow
36,House_Sparrow_0137_111219.jpg,low,low,0.000333842,0.5,4,Brewer_Sparrow,Prairie_Warbler,House_Sparrow,House_Sparrow
37,Pine_Warbler_0007_171523.jpg,high,low,0.00011912,0.666666667,6,Blue_Grosbeak,Brewer_Blackbird,Pine_Warbler,Pine_Warbler
38,Prairie_Warbler_0109_172909.jpg,low,low,0.015343271,0.333333333,9,Blue_Grosbeak,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
39,House_Sparrow_0010_112678.jpg,low,low,0.00021127,0.166666667,6,Brewer_Blackbird,Prairie_Warbler,House_Sparrow,House_Sparrow
40,Brewer_Sparrow_0031_796712.jpg,low,low,1.64E-08,0.5,4,California_Gull,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
41,Kentucky_Warbler_0003_795892.jpg,low,low,4.86E-06,0.4,5,Blue_Grosbeak,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
42,California_Gull_0103_41044.jpg,high,high,0.9998245,1,3,House_Sparrow,Brewer_Sparrow,California_Gull,California_Gull
43,Kentucky_Warbler_0071_165342.jpg,low,low,0.001210548,0.5,4,Brewer_Blackbird,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
44,Brewer_Sparrow_0074_107408.jpg,low,low,2.17E-05,0.5,6,Blue_Grosbeak,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
45,Blue_Grosbeak_0067_36965.jpg,high,high,0.9999995,0.75,4,Lincoln_Sparrow,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
46,Kentucky_Warbler_0050_165278.jpg,low,low,0.010968338,0.333333333,6,Prairie_Warbler,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
47,Brewer_Blackbird_0061_2270.jpg,high,high,0.99995476,0.9,10,Brewer_Sparrow,Brewer_Sparrow,Brewer_Blackbird,Brewer_Blackbird
48,House_Sparrow_0079_113288.jpg,low,low,0.01172982,0.5,8,Kentucky_Warbler,Brewer_Blackbird,House_Sparrow,House_Sparrow
49,Kentucky_Warbler_0055_165426.jpg,low,low,4.24E-05,0.333333333,6,California_Gull,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
50,Lincoln_Sparrow_0057_117334.jpg,low,low,0.38580865,0.166666667,6,Pine_Warbler,Kentucky_Warbler,Lincoln_Sparrow,Lincoln_Sparrow
51,Brewer_Blackbird_0014_2679.jpg,high,high,0.9998668,1,6,Pine_Warbler,Brewer_Sparrow,Brewer_Blackbird,Brewer_Blackbird
52,Brewer_Blackbird_0106_2608.jpg,high,high,0.9999911,0.666666667,9,California_Gull,Brewer_Sparrow,Brewer_Blackbird,Brewer_Blackbird
53,House_Sparrow_0068_113247.jpg,low,low,1.18E-08,0.428571429,7,Brewer_Blackbird,Prairie_Warbler,House_Sparrow,House_Sparrow
54,Brewer_Sparrow_0052_107478.jpg,low,low,7.57E-05,0.333333333,3,Lincoln_Sparrow,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
55,Pine_Warbler_0041_171477.jpg,low,low,3.88E-06,0.4,5,House_Sparrow,Brewer_Blackbird,Pine_Warbler,Pine_Warbler
56,House_Sparrow_0050_111087.jpg,low,high,0.9654144,0.333333333,3,Prairie_Warbler,Prairie_Warbler,House_Sparrow,House_Sparrow
57,Brewer_Blackbird_0070_2325.jpg,high,high,0.9999708,0.833333333,6,House_Sparrow,Prairie_Warbler,Brewer_Blackbird,Brewer_Blackbird
58,Lincoln_Sparrow_0119_117270.jpg,high,low,0.15019654,0.6,5,House_Sparrow,California_Gull,Lincoln_Sparrow,Lincoln_Sparrow
59,Pine_Warbler_0105_170983.jpg,low,low,9.34E-06,0.333333333,3,Kentucky_Warbler,Brewer_Blackbird,Pine_Warbler,Pine_Warbler
60,House_Sparrow_0096_111519.jpg,high,low,8.15E-06,0.6,5,Brewer_Blackbird,Prairie_Warbler,House_Sparrow,House_Sparrow
61,California_Gull_0135_41383.jpg,high,high,0.99995667,0.8,10,Brewer_Sparrow,Blue_Grosbeak,California_Gull,California_Gull
62,Brewer_Sparrow_0056_107458.jpg,low,low,3.16E-07,0.5,6,Kentucky_Warbler,Brewer_Blackbird,House_Sparrow,Brewer_Sparrow
63,House_Sparrow_0028_113217.jpg,low,low,0.00556092,0.4,5,California_Gull,Prairie_Warbler,House_Sparrow,House_Sparrow
64,Kentucky_Warbler_0047_165298.jpg,low,low,0.009437992,0.428571429,7,Pine_Warbler,Lincoln_Sparrow,Pine_Warbler,Kentucky_Warbler
65,Kentucky_Warbler_0076_795907.jpg,low,low,1.34E-05,0.5,6,Pine_Warbler,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
66,Blue_Grosbeak_0104_36984.jpg,high,high,0.99999934,0.777777778,9,Brewer_Sparrow,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
67,Prairie_Warbler_0050_173281.jpg,low,low,0.002503179,0.5,4,Brewer_Sparrow,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
68,Kentucky_Warbler_0083_795883.jpg,low,low,7.85E-06,0.5,4,Lincoln_Sparrow,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
69,Lincoln_Sparrow_0020_117542.jpg,low,low,0.36948812,0.25,8,Blue_Grosbeak,Kentucky_Warbler,Lincoln_Sparrow,Lincoln_Sparrow
70,Brewer_Sparrow_0035_107509.jpg,low,low,6.64E-06,0.428571429,7,Pine_Warbler,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
71,Prairie_Warbler_0108_172559.jpg,low,low,0.001380871,0.5,4,Blue_Grosbeak,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
72,California_Gull_0100_41088.jpg,high,high,0.9997157,0.888888889,9,Pine_Warbler,Brewer_Sparrow,California_Gull,California_Gull
73,Brewer_Sparrow_0072_796715.jpg,low,low,1.77E-07,0.4,5,California_Gull,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
74,Brewer_Blackbird_0096_2634.jpg,low,high,0.99999976,0.5,6,Brewer_Sparrow,Prairie_Warbler,Brewer_Blackbird,Brewer_Blackbird
75,Pine_Warbler_0010_171239.jpg,high,low,4.00E-06,0.8,5,Kentucky_Warbler,Brewer_Blackbird,Pine_Warbler,Pine_Warbler
76,Blue_Grosbeak_0106_36986.jpg,high,high,0.99999607,0.666666667,6,Kentucky_Warbler,California_Gull,Blue_Grosbeak,Blue_Grosbeak
77,Blue_Grosbeak_0004_14988.jpg,high,high,0.9999988,0.666666667,6,Lincoln_Sparrow,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
78,Brewer_Sparrow_0063_796714.jpg,low,low,0.001161394,0.333333333,6,Prairie_Warbler,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
79,Brewer_Blackbird_0015_2286.jpg,high,high,0.8211132,0.571428571,7,Brewer_Sparrow,Pine_Warbler,Brewer_Blackbird,Brewer_Blackbird
80,Kentucky_Warbler_0015_795867.jpg,low,low,3.43E-06,0.4,5,Blue_Grosbeak,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
81,Brewer_Sparrow_0024_107439.jpg,low,low,9.20E-09,0.25,8,Blue_Grosbeak,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
82,Blue_Grosbeak_0099_36828.jpg,high,high,0.999971,0.714285714,7,Lincoln_Sparrow,Lincoln_Sparrow,Blue_Grosbeak,Blue_Grosbeak
83,House_Sparrow_0061_112795.jpg,low,low,2.53E-06,0.25,4,Brewer_Sparrow,Prairie_Warbler,Brewer_Sparrow,House_Sparrow
84,Brewer_Blackbird_0054_2631.jpg,high,high,0.992226,0.625,8,Brewer_Sparrow,Brewer_Sparrow,Brewer_Blackbird,Brewer_Blackbird
85,California_Gull_0109_41465.jpg,low,high,0.9999314,0.5,4,Lincoln_Sparrow,Brewer_Sparrow,California_Gull,California_Gull
86,Prairie_Warbler_0138_172695.jpg,low,low,7.36E-06,0.333333333,6,Brewer_Sparrow,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
87,House_Sparrow_0121_113182.jpg,low,low,2.40E-06,0.5,6,Blue_Grosbeak,Prairie_Warbler,House_Sparrow,House_Sparrow
88,Pine_Warbler_0017_171678.jpg,low,low,3.96E-05,0.333333333,3,House_Sparrow,Brewer_Blackbird,Pine_Warbler,Pine_Warbler
89,Lincoln_Sparrow_0112_117631.jpg,low,low,1.79E-05,0.4,5,Kentucky_Warbler,California_Gull,Lincoln_Sparrow,Lincoln_Sparrow
90,California_Gull_0052_41047.jpg,high,high,0.9999999,0.7,10,Brewer_Blackbird,Brewer_Sparrow,California_Gull,California_Gull
91,Lincoln_Sparrow_0038_117461.jpg,high,low,0.000500604,0.6,5,Brewer_Sparrow,Kentucky_Warbler,Lincoln_Sparrow,Lincoln_Sparrow
92,House_Sparrow_0134_112644.jpg,low,low,7.44E-08,0.333333333,6,Blue_Grosbeak,Prairie_Warbler,House_Sparrow,House_Sparrow
93,Prairie_Warbler_0096_172577.jpg,low,low,0.000153845,0.4,5,House_Sparrow,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
94,Brewer_Blackbird_0099_2560.jpg,high,high,0.9999902,0.6,10,Brewer_Sparrow,Brewer_Sparrow,Brewer_Blackbird,Brewer_Blackbird
95,Prairie_Warbler_0112_173383.jpg,high,low,0.010510637,1,4,Blue_Grosbeak,Brewer_Blackbird,Prairie_Warbler,Prairie_Warbler
96,Lincoln_Sparrow_0014_117883.jpg,low,low,0.38094047,0.25,8,Pine_Warbler,California_Gull,Lincoln_Sparrow,Lincoln_Sparrow
97,Brewer_Blackbird_0025_2231.jpg,high,high,0.9999989,0.833333333,6,Pine_Warbler,Prairie_Warbler,Brewer_Blackbird,Brewer_Blackbird
98,California_Gull_0043_41326.jpg,high,high,0.9999552,0.8,5,Lincoln_Sparrow,Brewer_Sparrow,California_Gull,California_Gull
99,Kentucky_Warbler_0027_795917.jpg,low,low,0.000183616,0.5,6,Pine_Warbler,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
100,Blue_Grosbeak_0094_36995.jpg,high,high,0.9999524,0.818181818,11,Pine_Warbler,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
101,Blue_Grosbeak_0073_37148.jpg,high,high,0.99997056,0.714285714,7,Prairie_Warbler,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
102,Kentucky_Warbler_0051_795884.jpg,low,low,6.60E-08,0.4,10,Prairie_Warbler,Lincoln_Sparrow,Kentucky_Warbler,Kentucky_Warbler
103,Lincoln_Sparrow_0049_117265.jpg,low,low,0.018511286,0.2,5,Pine_Warbler,California_Gull,Lincoln_Sparrow,Lincoln_Sparrow
104,California_Gull_0031_41469.jpg,high,high,0.99999493,0.625,8,Brewer_Sparrow,Brewer_Sparrow,California_Gull,California_Gull
105,Brewer_Sparrow_0014_107435.jpg,low,low,1.69E-06,0.5,4,California_Gull,Brewer_Blackbird,Brewer_Sparrow,Brewer_Sparrow
106,California_Gull_0030_41354.jpg,high,high,0.99999416,0.75,8,House_Sparrow,Brewer_Sparrow,California_Gull,California_Gull
107,Brewer_Blackbird_0032_2214.jpg,high,high,0.99999934,0.666666667,3,Kentucky_Warbler,Brewer_Sparrow,Brewer_Blackbird,Brewer_Blackbird
108,Lincoln_Sparrow_0100_117835.jpg,low,high,0.63266724,0.5,6,California_Gull,California_Gull,Lincoln_Sparrow,Lincoln_Sparrow
109,House_Sparrow_0082_112478.jpg,low,low,0.001757948,0.333333333,6,Lincoln_Sparrow,Prairie_Warbler,House_Sparrow,House_Sparrow
110,Blue_Grosbeak_0072_36774.jpg,high,high,0.999988,0.818181818,11,California_Gull,Prairie_Warbler,Blue_Grosbeak,Blue_Grosbeak
111,Pine_Warbler_0060_171635.jpg,low,low,0.00016722,0.5,4,Lincoln_Sparrow,Brewer_Blackbird,Pine_Warbler,Pine_Warbler
